3.722841630186328743e-01,-9.576559625684861743e-01,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
3.722860703672656868e-01,-5.849660809556360697e-01,7.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
-1.499998092651367188e+00,-6.177457745591516947e-01,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00
3.722841630186328743e-01,-9.576559625684861743e-01,5.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
-1.317445719355223588e-01,-9.576521478712205493e-01,6.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00
3.644106278623828743e-01,-5.771535809556360697e-01,6.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.977705369200000618e-01,-9.576559625684861743e-01,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00
3.723242173399219368e-01,-5.810598309556360697e-01,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
3.722841630186328743e-01,-4.590162213364954447e-01,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00
3.722841630186328743e-01,-9.576540552198533618e-01,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
3.722841630186328743e-01,-9.576540552198533618e-01,7.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
-1.500000000000000000e+00,-5.810598309556360697e-01,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.682649648076417037e-01,1.896978442152623678e-01,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
3.644087205137500618e-01,-3.378919537583704447e-01,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.722841630186328743e-01,-5.849660809556360697e-01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
-1.317445719355223588e-01,-6.177457745591516947e-01,6.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00
3.720419297422656868e-01,-9.576559625684861743e-01,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
3.722841630186328743e-01,-9.576578699171189868e-01,6.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00
8.682649648076417037e-01,1.818853442152623678e-01,6.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00
3.644106278623828743e-01,5.878587786635045553e-01,1.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00
-1.500000000000000000e+00,-5.810598309556360697e-01,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
3.722841630186328743e-01,5.878587786635045553e-01,5.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
1.380115736504960999e+00,-9.576540552198533618e-01,5.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
3.801004777158984993e-01,1.818853442152623678e-01,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00
3.722841630186328743e-01,-3.339857037583704447e-01,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
1.380115736504960999e+00,-9.565554224073533618e-01,5.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
3.722860703672656868e-01,-9.576540552198533618e-01,1.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
-1.500000000000000000e+00,1.818853442152623678e-01,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
3.389055619444141243e-01,-6.177457745591516947e-01,7.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
3.800985703672656868e-01,-7.076559625684861743e-01,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.722860703672656868e-01,-4.590162213364954447e-01,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
-1.317445719355223588e-01,1.818834368666295553e-01,7.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00
3.722822556700000618e-01,-3.925794537583704447e-01,6.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
-1.500000000000000000e+00,-9.576559625684861743e-01,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
