4.910104973289649011e-01,1.422803998519114183e-02,4.947614626858439779e-01
4.931626763755114773e-01,1.123625800365904946e-02,4.956010656208295617e-01
4.961567243757878942e-01,1.718103402785076464e-03,5.021251722214270519e-01
4.964373788249336616e-01,4.888256800430663268e-03,4.986743643746356924e-01
4.986376187299300655e-01,5.187610679201859303e-04,5.008436202021497863e-01
4.972330253868603722e-01,4.600516000834889256e-03,4.981664586123047966e-01
4.979408767154123727e-01,1.126936487553731586e-03,5.009321867970339959e-01
4.967160184280973168e-01,1.201471666920354842e-03,5.020825099049823770e-01
4.946978855270196540e-01,5.992999502815002898e-03,4.993091149701653908e-01
4.945594815309320991e-01,6.200962168657141171e-03,4.992395563004108361e-01
4.907745786077305494e-01,1.776128928292299361e-02,4.914641321093465298e-01
4.892281684240737949e-01,1.736365638060996183e-02,4.934081751953163231e-01
4.954905527066147397e-01,2.734277343081186959e-03,5.017751699503040230e-01
4.959068295213077127e-01,6.190280952436706154e-03,4.979028895262556653e-01
4.948774578342184371e-01,8.053392341908846216e-03,4.970691498238728467e-01
4.977081909934779613e-01,3.504606113105520563e-03,4.987872028934166035e-01
4.934761165204363254e-01,1.232822049846435744e-02,4.941956629810994039e-01
4.965772234260176221e-01,5.997389669678771310e-03,4.974253869043036569e-01
4.946265032274247408e-01,1.021924143817491519e-02,4.951542553344003839e-01
4.919026761938709580e-01,1.408153762106270981e-02,4.940157861850663634e-01
4.852769261276179691e-01,2.640498818058999511e-02,4.883180856917920809e-01
4.977917623528496094e-01,7.156911295672909942e-04,5.014925465175831265e-01
4.931305459235302835e-01,1.234170579230356619e-02,4.945277482841662353e-01
4.974723059931961400e-01,1.335313786754896773e-03,5.011923802200489719e-01
4.977318812375513546e-01,2.841693778897708654e-03,4.994264249835509428e-01
4.968352345267257331e-01,4.824097775180793968e-03,4.983406676980934868e-01
4.941369450935138019e-01,1.134243797460114840e-02,4.945206169318852041e-01
4.968175490273628592e-01,6.109527800463306763e-03,4.970729231721739971e-01
4.964497609575175274e-01,3.600679023834480255e-03,4.999495600186480981e-01
4.964038933212702176e-01,1.658821276966528698e-03,5.019372854017631891e-01
4.926310166429482829e-01,6.757382093534696627e-03,5.006116012635170032e-01
4.973258907360117997e-01,3.224028150142060553e-03,4.994500811138461449e-01
4.951381570358320272e-01,6.394426361522244362e-03,4.984674166026458186e-01
4.940363084653969228e-01,6.071391172964887839e-03,4.998923003616383420e-01
4.963677591058225369e-01,3.155655801586368728e-03,5.004765850925911863e-01
4.951566303678606173e-01,9.399124745057206923e-03,4.954442448870822191e-01
4.959044204519692522e-01,7.400899786847221773e-03,4.966946797611835329e-01
4.984304421721454936e-01,1.880357276074851383e-04,5.013815221002471123e-01
4.964337739561012208e-01,3.213697201014133024e-03,5.003525288428847251e-01
4.928887759119192635e-01,9.433447449681010497e-03,4.976777766383998491e-01
4.946200365961502809e-01,7.458118816306213289e-03,4.979218445875435162e-01
4.966230461540358521e-01,4.714881081324131216e-03,4.986620727646401408e-01
4.978899967356499867e-01,1.775006008795569287e-03,5.003349972555545255e-01
4.988580235000575902e-01,2.177222647040763775e-03,4.989647538529016768e-01
4.979180855348372958e-01,7.172794138419224565e-04,5.013646350513208949e-01
4.912295231709361554e-01,1.385836818732000611e-02,4.949121086417439530e-01
4.969774946057997633e-01,4.396931015994659346e-03,4.986255743782056493e-01
4.884257362932693525e-01,1.774051237710818490e-02,4.938337513296224279e-01
4.986652867154534596e-01,1.565513271367606919e-03,4.997692000131789825e-01
4.937008601872722169e-01,1.104518341874640742e-02,4.952539563939813982e-01
4.966953047899578810e-01,6.055211410171783271e-04,5.026991740690249788e-01
4.977082849041100654e-01,1.875592245633416963e-03,5.004161228502566061e-01
4.919646992310606759e-01,9.079254368467910841e-03,4.989560464004715312e-01
4.901883284877269209e-01,1.340225488150348712e-02,4.964094166307696510e-01
4.959694275161873334e-01,5.206633699384852557e-03,4.988239387844278783e-01
4.934357657223210070e-01,1.264858375421036574e-02,4.939156505234687522e-01
4.928286575231670685e-01,1.212967866923055776e-02,4.950416638076025055e-01
4.944521607418573272e-01,7.301993764762898520e-03,4.982458454933799130e-01
4.871185161231045280e-01,2.274732840026921429e-02,4.901341554766262543e-01
4.968850292325072138e-01,1.623482943566463554e-03,5.014914878239262741e-01
4.970964692509680649e-01,2.187114740702451182e-03,5.007164160083295013e-01
4.957076441010452861e-01,3.164244189971971398e-03,5.011281117089828596e-01
4.928659568482967046e-01,1.046104404524869289e-02,4.966729991064545158e-01
4.974888322746398028e-01,1.934124091102964321e-04,5.023177553162500031e-01
4.951223257740104966e-01,4.409601311943048621e-03,5.004680729140464912e-01
4.972198727805582363e-01,6.939109060313838721e-04,5.020862163134104383e-01
4.948172929922346475e-01,9.354558158735905293e-03,4.958281488490295930e-01
4.941171022859121020e-01,8.518291971411160596e-03,4.973646057426767131e-01
4.959002693403519180e-01,5.815179603141271483e-03,4.982845510565068192e-01
4.883761909965116388e-01,2.040079513322095445e-02,4.912230138702674553e-01
4.953466453030929695e-01,5.878226931412742357e-03,4.987751277654943749e-01
4.941002690651782880e-01,8.088097745634301519e-03,4.978116331891873636e-01
4.928912096663281006e-01,1.397288853968645106e-02,4.931359017939855871e-01
4.956837754322039880e-01,2.571657784485984182e-03,5.017445667833100309e-01
4.975492262017174872e-01,3.481826782921416431e-03,4.989689470153611528e-01
4.857536762121439367e-01,2.686658762545504620e-02,4.873797361624009894e-01
4.941276220315499734e-01,6.681407186320958980e-03,4.991909707821290954e-01
4.941572184927032207e-01,9.769440095623728448e-03,4.960733414116731410e-01
4.964497609575175274e-01,3.600679023834480255e-03,4.999495600186480981e-01
4.899198740499765004e-01,1.390833698194831811e-02,4.961717889680752336e-01
4.961357864754286640e-01,7.295468934647310333e-03,4.965687445899240604e-01
4.981121852179737353e-01,8.917228172530319158e-04,5.009960919647733490e-01
4.907689185784113173e-01,1.713605405385185132e-02,4.920950273677368036e-01
4.956134505202919871e-01,7.307003877125566038e-03,4.970795456025826065e-01
4.984559577812071041e-01,2.211352467783901654e-04,5.013229069720145370e-01
4.814792452011326107e-01,3.057359971386415520e-02,4.879471550850032480e-01
4.929883175494234049e-01,9.199714747657817063e-03,4.978119677029189116e-01
4.934066749795370521e-01,9.504000109231464447e-03,4.970893249112314782e-01
4.920765655097292246e-01,1.402421381272038296e-02,4.938992206775505434e-01
4.984774391164987772e-01,1.604822510757334536e-03,4.999177383727438917e-01
4.963146276122230027e-01,3.807835119662483780e-03,4.998775372681145690e-01
4.931952652510704915e-01,8.516117931643130828e-03,4.982886168172864783e-01
4.956896359816230779e-01,2.266811939034800525e-03,5.020435520793421480e-01
4.957820470686619130e-01,4.574582874854920926e-03,4.996433700564832936e-01
4.922518102642202686e-01,1.078164629181362598e-02,4.969665434439661800e-01
4.957804054177710196e-01,4.987201644993314101e-03,4.992323929372357028e-01
4.967291539906437681e-01,3.753393765525909857e-03,4.995174522438304843e-01
4.956564795643790822e-01,7.649891881706546125e-03,4.966936285539145235e-01
4.936266486639532269e-01,7.770264130091237946e-03,4.986030872059556418e-01
4.954781606872311062e-01,5.466786132861721145e-03,4.990550531799072820e-01
